,Name,Brand,Pack Size,Water Source,Falvor,Container,Price,100% Natural,Anti-Oxidant,Artesian,BPA Free Plastic,Caffeinated,Carbonated,Electrolytes,Energy Drinks,Enhanced,Ethically Sourced,Fair Trade,Flavored,Gluten FREE,Green Tea,Kosher,Low Calorie,Mineral Water,No Artifical Flavors,No Artifical Preservatives,No Artifical Sweetners,Non-Alcoholic Wine,Non GMO,Non-Sparkling Water,Nutritional,Organic,Organic Cane Sugar,Preservatice Free,Purified Water,Regular Soda,Sodium-Free,Soy FREE,Sparkling Juice,Sparkling Water,Spring Water,Sweetened,Tea,Twist off Top,USDA Organic,Under 100 Calories,30 Calories,Variety Pack,Vegan,Zero Carb,Zero Calorie,Zero Sodium,Zero Calories,Zero Sugar,Zero Sweeteners,Beverage Size,Flavor,No Artificial Preservatives,Preservative FREE,No Artificial Flavors,No Artificial Sweeteners
0,Phocus - Blood Orange - 11.5 oz (12 Cans),Phocus,12,,,Can,39.99,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,11.5,Orange,1.0,,,
0,LaCroix - Curate - Pineapple Strawberry - 11.5 oz (24 Cans),LaCroix,24,,,Can,29.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,12.0,"Pineapple, Strawberry",,,,
0,LaCroix - Curate - Pineapple Strawberry - 11.5 oz (24 Cans),LaCroix,24,,,Can,29.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,12.0,"Pineapple, Strawberry",,,,
0,Phocus - Yuzu & Lime - 16 oz (12 Cans),Phocus,12,,,Can,39.99,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,11.5,"Lime, Yuzu",1.0,,,
0,Phocus - Yuzu & Lime - 16 oz (12 Cans),Phocus,12,,,Can,39.99,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,11.5,"Lime, Yuzu",1.0,,,
0,O.Vine - Mixed Still - 350 ml (12 Glass Bottles),O.Vine,12,Purified Water,,Glass,79.99,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.8,"Agave, Red Grape, Red Wine",,1.0,,
0,O.Vine - Mixed Still - 350 ml (12 Glass Bottles),O.Vine,12,Purified Water,,Glass,79.99,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.8,"Agave, Red Grape, Red Wine",,1.0,,
0,O.Vine - Mixed Whites - 350 ml (9 Glass Bottles),O.Vine,9,Purified Water,,Glass,69.99,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.8,"Agave, Red Grape, Red Wine",,1.0,,
0,O.Vine - Mixed Whites - 350 ml (9 Glass Bottles),O.Vine,9,Purified Water,,Glass,69.99,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.8,"Agave, Red Grape, Red Wine",,1.0,,
0,Galvanina - Organic Italian Green Tea - 12.8 oz (12 Glass Bottles),Galvanina,12,,,Glass,35.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,12.0,"Green Tea, Lemon",,,,
0,Galvanina - Organic Italian Green Tea - 12.8 oz (12 Glass Bottles),Galvanina,12,,,Glass,35.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,12.0,"Green Tea, Lemon",,,,
0,Topo Chico - Sparkling Water - 355 ml (24 Glass Bottles),Topo Chico,24,,,Glass,43.99,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,12.0,Grape,,,,
0,Topo Chico - Sparkling Water - 355 ml (24 Glass Bottles),Topo Chico,24,,,Glass,43.99,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,12.0,Grape,,,,
0,Roar - Georgia Peach - 18 oz (9 Plastic Bottles),Roar Organic,9,,,Plastic,22.99,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,18.0,Peach,,1.0,1.0,1.0
0,Roar - Georgia Peach - 18 oz (9 Plastic Bottles),Roar Organic,9,,,Plastic,22.99,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,18.0,Peach,,1.0,1.0,1.0
0,Roar - Georgia Peach - 18 oz (12 Plastic Bottles),Roar Organic,12,,,Plastic,29.99,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,18.0,Peach,,1.0,1.0,1.0
0,Roar - Georgia Peach - 18 oz (12 Plastic Bottles),Roar Organic,12,,,Plastic,29.99,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,18.0,Peach,,1.0,1.0,1.0
0,Roar - Cucumber Watermelon - 18 oz (12 Plastic Bottles),Roar Organic,12,,,Plastic,29.99,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,18.0,"Cucumber, Watermelon",,1.0,1.0,1.0
0,Roar - Cucumber Watermelon - 18 oz (12 Plastic Bottles),Roar Organic,12,,,Plastic,29.99,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,18.0,"Cucumber, Watermelon",,1.0,1.0,1.0
0,Roar - Cucumber Watermelon - 18 oz (9 Plastic Bottles),Roar Organic,9,,,Plastic,22.99,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,18.0,"Cucumber, Watermelon",,1.0,1.0,1.0
0,Roar - Cucumber Watermelon - 18 oz (9 Plastic Bottles),Roar Organic,9,,,Plastic,22.99,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,18.0,"Cucumber, Watermelon",,1.0,1.0,1.0
0,Roar - Mango Clementine - 18 oz (9 Plastic Bottles),Roar Organic,9,,,Plastic,22.99,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,18.0,"Clementine, Mango",,1.0,1.0,1.0
0,Roar - Mango Clementine - 18 oz (9 Plastic Bottles),Roar Organic,9,,,Plastic,22.99,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,18.0,"Clementine, Mango",,1.0,1.0,1.0
0,Roar - Mango Clementine - 18 oz (12 Plastic Bottles),Roar Organic,12,,,Plastic,29.99,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,18.0,"Clementine, Mango",,1.0,1.0,1.0
0,Roar - Mango Clementine - 18 oz (12 Plastic Bottles),Roar Organic,12,,,Plastic,29.99,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,18.0,"Clementine, Mango",,1.0,1.0,1.0
0,Topo Chico - Twist of Grapefruit - 355 ml (9 Glass Bottles),Topo Chico,9,,,Glass,22.99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.0,Grapefruit,,,,
0,Topo Chico - Twist of Grapefruit - 355 ml (9 Glass Bottles),Topo Chico,9,,,Glass,22.99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.0,Grapefruit,,,,
0,Topo Chico - Twist of Lime - 355 ml (9 Glass Bottles),Topo Chico,9,,,Glass,22.99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.0,Lime,,,,
0,Topo Chico - Twist of Lime - 355 ml (9 Glass Bottles),Topo Chico,9,,,Glass,22.99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.0,Lime,,,,
0,Topo Chico - Twist of Grapefruit - 355 ml (24 Glass Bottles),Topo Chico,24,,,Glass,43.99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,12.0,Grapefruit,,,,
0,Topo Chico - Twist of Grapefruit - 355 ml (24 Glass Bottles),Topo Chico,24,,,Glass,43.99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,12.0,Grapefruit,,,,
0,Topo Chico - Twist of Lime - 355 ml (24 Glass Bottles),Topo Chico,24,,,Glass,43.99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,12.0,Lime,,,,
0,Topo Chico - Twist of Lime - 355 ml (24 Glass Bottles),Topo Chico,24,,,Glass,43.99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,12.0,Lime,,,,
0,Italian Water Variety Pack Sampler - Still (Non-Sparkling) Water - 1 L (6 Glass Bottles),Acqua Panna,6,,,Glass,24.99,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,33.8,None,,,,
0,Italian Water Variety Pack Sampler - Still (Non-Sparkling) Water - 1 L (6 Glass Bottles),Acqua Panna,6,,,Glass,24.99,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,33.8,None,,,,
0,Bai - Panama Peach - 18 oz (12 Plastic Bottles),Bai,12,Purified Water,,Plastic,37.99,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,18.0,Peach,,,1.0,
0,Bai - Panama Peach - 18 oz (12 Plastic Bottles),Bai,12,Purified Water,,Plastic,37.99,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,18.0,Peach,,,1.0,
0,Acqua Panna - Spring Water - 1 L (12 Glass Bottles),Acqua Panna,12,Spring Water,,Glass,39.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,33.8,None,,,,
0,Acqua Panna - Spring Water - 1 L (12 Glass Bottles),Acqua Panna,12,Spring Water,,Glass,39.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,33.8,None,,,,
0,Acqua Panna - Spring Water - 750 ml (15 Glass Bottles),Acqua Panna,15,Spring Water,,Glass,42.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,25.3,None,,,,
0,Acqua Panna - Spring Water - 750 ml (15 Glass Bottles),Acqua Panna,15,Spring Water,,Glass,42.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,25.3,None,,,,
0,Acqua Panna - Spring Water - 500 ml (24 Glass Bottles),Acqua Panna,24,Spring Water,,Glass,47.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,16.9,None,,,,
0,Acqua Panna - Spring Water - 500 ml (24 Glass Bottles),Acqua Panna,24,Spring Water,,Glass,47.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,16.9,None,,,,
0,Acqua Panna - Spring Water - 500 ml (24 Plastic Bottles),Acqua Panna,24,Spring Water,,Plastic,42.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,16.9,None,,,,
0,Acqua Panna - Spring Water - 500 ml (24 Plastic Bottles),Acqua Panna,24,Spring Water,,Plastic,42.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,16.9,None,,,,
0,Topo Chico - Twist of Lime - 355 ml (6 Glass Bottles),Topo Chico,6,,,Glass,15.51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.0,Lime,,,,
0,Topo Chico - Twist of Lime - 355 ml (6 Glass Bottles),Topo Chico,6,,,Glass,15.51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.0,Lime,,,,
0,Topo Chico - Twist of Grapefruit - 355 ml (6 Glass Bottles),Topo Chico,6,,,Glass,15.51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.0,Grapefruit,,,,
0,Topo Chico - Twist of Grapefruit - 355 ml (6 Glass Bottles),Topo Chico,6,,,Glass,15.51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.0,Grapefruit,,,,
0,Voss - Sparkling - 800 ml (6 Glass Bottles),Voss,12,Artesian Water,,Glass,34.43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27.0,None,,,,
0,Voss - Sparkling - 800 ml (6 Glass Bottles),Voss,12,Artesian Water,,Glass,34.43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27.0,None,,,,
0,Voss - Sparkling - 375 ml (12 Glass Bottles),Voss,12,,,Glass,41.14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,,,,,
0,Voss - Sparkling - 375 ml (12 Glass Bottles),Voss,12,,,Glass,41.14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,,,,,
0,Voss - Still - 800 ml (6 Glass Bottles),Voss,6,,,Glass,34.43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,,,,,
0,Voss - Still - 800 ml (6 Glass Bottles),Voss,6,,,Glass,34.43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,,,,,
0,Voss - Still - 375 ml (12 Glass Bottles),Voss,12,,,Glass,39.93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.6,,,,,
0,Voss - Still - 375 ml (12 Glass Bottles),Voss,12,,,Glass,39.93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.6,,,,,
0,Saratoga - Spring Water - 28 oz (6 Glass Bottles),Saratoga,6,Spring Water,,Glass,21.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28.0,None,,,,
0,Saratoga - Spring Water - 28 oz (6 Glass Bottles),Saratoga,6,Spring Water,,Glass,21.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28.0,None,,,,
0,Saratoga - Spring Water - 12 oz (12 Glass Bottles),Saratoga,12,Spring Water,,Glass,21.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.0,None,,,,
0,Saratoga - Spring Water - 12 oz (12 Glass Bottles),Saratoga,12,Spring Water,,Glass,21.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.0,None,,,,
0,Saratoga - Sparkling Water - 28 oz (6 Glass Bottles),Saratoga,6,Spring Water,,Glass,21.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28.0,None,,,,
0,Saratoga - Sparkling Water - 28 oz (6 Glass Bottles),Saratoga,6,Spring Water,,Glass,21.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28.0,None,,,,
0,Saratoga - Sparkling Water - 12 oz (12 Glass Bottles),Saratoga,12,Spring Water,,Glass,21.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12.0,None,,,,
0,Saratoga - Sparkling Water - 12 oz (12 Glass Bottles),Saratoga,12,Spring Water,,Glass,21.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12.0,None,,,,
0,San Pellegrino - Sparkling Water - 750 ml (5 Glass Bottles),San Pellegrino,5,Spring Water,,Glass,23.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,25.4,None,,,,
0,San Pellegrino - Sparkling Water - 750 ml (5 Glass Bottles),San Pellegrino,5,Spring Water,,Glass,23.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,25.4,None,,,,
0,San Pellegrino - Sparkling Water - 500 ml (6 Glass Bottles),San Pellegrino,6,,,Glass,21.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.9,,,,,
0,San Pellegrino - Sparkling Water - 500 ml (6 Glass Bottles),San Pellegrino,6,,,Glass,21.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.9,,,,,
0,San Pellegrino - Sparkling Water - 250 ml (12 Glass Bottles),San Pellegrino,12,Spring Water,,Glass,26.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8.45,None,,,,
0,San Pellegrino - Sparkling Water - 250 ml (12 Glass Bottles),San Pellegrino,12,Spring Water,,Glass,26.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8.45,None,,,,
0,San Pellegrino - Sparkling Water - 1 L (6 Glass Bottles),San Pellegrino,6,,,Glass,27.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33.8,,,,,
0,San Pellegrino - Sparkling Water - 1 L (6 Glass Bottles),San Pellegrino,6,,,Glass,27.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33.8,,,,,
0,Perrier - Sparkling Water - 25.3 oz (6 Glass Bottles),Perrier,6,Spring Water,,Glass,26.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25.4,None,,,,
0,Perrier - Sparkling Water - 25.3 oz (6 Glass Bottles),Perrier,6,Spring Water,,Glass,26.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25.4,None,,,,
0,Evian - Spring Water - 330 ml (10 Glass Bottles),Evian,10,Spring Water,,Glass,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,11.2,None,,,,
0,Evian - Spring Water - 330 ml (10 Glass Bottles),Evian,10,Spring Water,,Glass,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,11.2,None,,,,
0,Evian - Limited Edition - 750 ml (6 Glass Bottles),Evian,6,Spring Water,,Glass,34.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,25.4,None,,,,
0,Evian - Limited Edition - 750 ml (6 Glass Bottles),Evian,6,Spring Water,,Glass,34.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,25.4,None,,,,
0,Acqua Panna - Spring Water - 250 ml (12 Glass Bottles),Acqua Panna,12,Spring Water,,Glass,26.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8.45,None,,,,
0,Acqua Panna - Spring Water - 250 ml (12 Glass Bottles),Acqua Panna,12,Spring Water,,Glass,26.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8.45,None,,,,
0,Smeraldina - Still Mineral Water - 750 ml (6 Glass Bottles),Smeraldina,6,Artesian Water,,Glass,12.21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25.4,None,,,,
