,Name,Brand,Pack Size,Water Source,Falvor,Container,Price,100% Natural,Anti-Oxidant,Artesian,BPA Free Plastic,Caffeinated,Carbonated,Electrolytes,Energy Drinks,Enhanced,Ethically Sourced,Fair Trade,Flavored,Gluten FREE,Green Tea,Kosher,Low Calorie,Mineral Water,No Artifical Flavors,No Artifical Preservatives,No Artifical Sweetners,Non-Alcoholic Wine,Non GMO,Non-Sparkling Water,Nutritional,Organic,Organic Cane Sugar,Preservatice Free,Purified Water,Regular Soda,Sodium-Free,Soy FREE,Sparkling Juice,Sparkling Water,Spring Water,Sweetened,Tea,Twist off Top,USDA Organic,Under 100 Calories,30 Calories,Variety Pack,Vegan,Zero Carb,Zero Calorie,Zero Sodium,Zero Calories,Zero Sugar,Zero Sweeteners,Beverage Size,Flavor,No Artificial Preservatives,Preservative FREE,No Artificial Flavors,No Artificial Sweeteners
0,Smeraldina - Still Mineral Water - 750 ml (6 Glass Bottles),Smeraldina,6,Artesian Water,,Glass,12.21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25.4,None,,,,
0,Smeraldina - Still Mineral Water - 500 ml (10 Glass Bottles),Smeraldina,10,Artesian Water,,Glass,16.61,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.9,None,,,,
0,Smeraldina - Still Mineral Water - 500 ml (10 Glass Bottles),Smeraldina,10,Artesian Water,,Glass,16.61,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.9,None,,,,
0,Smeraldina - Still Mineral Water - 1 L (6 Glass Bottles),Smeraldina,6,Artesian Water,,Glass,14.41,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.8,None,,,,
0,Smeraldina - Still Mineral Water - 1 L (6 Glass Bottles),Smeraldina,6,Artesian Water,,Glass,14.41,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.8,None,,,,
0,Smeraldina - Sparkling Mineral Water - 500 ml (10 Glass Bottles),Smeraldina,10,Artesian Water,,Glass,16.61,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.9,None,,,,
0,Smeraldina - Sparkling Mineral Water - 500 ml (10 Glass Bottles),Smeraldina,10,Artesian Water,,Glass,16.61,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.9,None,,,,
0,Smeraldina - Sparkling Mineral Water - 250 ml (12 Glass Bottles),Smeraldina,12,Artesian Water,,Glass,14.41,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.45,None,,,,
0,Smeraldina - Sparkling Mineral Water - 250 ml (12 Glass Bottles),Smeraldina,12,Artesian Water,,Glass,14.41,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.45,None,,,,
0,Saint Geron - Sparkling Natural Mineral Water - 750 ml (6 Glass Bottles),Saint Geron Mineral Water,6,,,Glass,25.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25.3,None,,,,
0,Saint Geron - Sparkling Natural Mineral Water - 750 ml (6 Glass Bottles),Saint Geron Mineral Water,6,,,Glass,25.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25.3,None,,,,
0,Lurisia - STILLE - Natural Spring Mineral Water - 750 ml (6 Glass Bottles),Lurisia,6,Spring Water,,Glass,17.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25.5,None,,,,
0,Lurisia - STILLE - Natural Spring Mineral Water - 750 ml (6 Glass Bottles),Lurisia,6,Spring Water,,Glass,17.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25.5,None,,,,
0,Lurisia - STILLE - Natural Spring Mineral Water - 500 ml (6 Glass Bottles),Lurisia,6,Spring Water,,Glass,14.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9,None,,,,
0,Lurisia - STILLE - Natural Spring Mineral Water - 500 ml (6 Glass Bottles),Lurisia,6,Spring Water,,Glass,14.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9,None,,,,
0,Lurisia - STILLE - Natural Spring Mineral Water - 330 ml (5 Glass Bottles),Lurisia,5,Spring Water,,Glass,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,None,,,,
0,Lurisia - STILLE - Natural Spring Mineral Water - 330 ml (5 Glass Bottles),Lurisia,5,Spring Water,,Glass,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,None,,,,
0,Lurisia - STILLE - Natural Spring Mineral Water - 330 ml (10 Glass Bottles),Lurisia,10,Spring Water,,Glass,18.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,None,,,,
0,Lurisia - STILLE - Natural Spring Mineral Water - 330 ml (10 Glass Bottles),Lurisia,10,Spring Water,,Glass,18.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,None,,,,
0,Lurisia - Sparkling Natural Spring Mineral Water - 500 ml (5 Glass Bottles),Lurisia,5,Spring Water,,Glass,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9,None,,,,
0,Lurisia - Sparkling Natural Spring Mineral Water - 500 ml (5 Glass Bottles),Lurisia,5,Spring Water,,Glass,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9,None,,,,
0,Lurisia - Sparkling Natural Spring Mineral Water - 500 ml (10 Glass Bottles),Lurisia,10,Spring Water,,Glass,17.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9,None,,,,
0,Lurisia - Sparkling Natural Spring Mineral Water - 500 ml (10 Glass Bottles),Lurisia,10,Spring Water,,Glass,17.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9,None,,,,
0,Lurisia - Sparkling Natural Spring Mineral Water - 1 L (6 Glass Bottles),Lurisia,6,Spring Water,,Glass,15.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,33.8,None,,,,
0,Lurisia - Sparkling Natural Spring Mineral Water - 1 L (6 Glass Bottles),Lurisia,6,Spring Water,,Glass,15.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,33.8,None,,,,
0,Lurisia - Natural Spring Mineral Water - 500 ml (5 Glass Bottles),Lurisia,5,Spring Water,,Glass,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16.9,None,,,,
0,Lurisia - Natural Spring Mineral Water - 500 ml (5 Glass Bottles),Lurisia,5,Spring Water,,Glass,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16.9,None,,,,
0,Lurisia - Natural Spring Mineral Water - 500 ml (10 Glass Bottles),Lurisia,10,Spring Water,,Glass,17.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16.9,None,,,,
0,Lurisia - Natural Spring Mineral Water - 500 ml (10 Glass Bottles),Lurisia,10,Spring Water,,Glass,17.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16.9,None,,,,
0,Lurisia - Natural Spring Mineral Water - 1 L (6 Glass Bottles),Lurisia,6,Spring Water,,Glass,15.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,33.8,None,,,,
0,Lurisia - Natural Spring Mineral Water - 1 L (6 Glass Bottles),Lurisia,6,Spring Water,,Glass,15.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,33.8,None,,,,
0,Lurisia - Gazzosa - 275 ml (12 Glass Bottles),Lurisia,12,,,Glass,35.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,"Lemon, Orange",,,,
0,Lurisia - Gazzosa - 275 ml (12 Glass Bottles),Lurisia,12,,,Glass,35.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,"Lemon, Orange",,,,
0,Lurisia - Chinotto - 275 ml (12 Glass Bottles),Lurisia,12,,,Glass,35.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,Chinotto,,,,
0,Lurisia - Chinotto - 275 ml (12 Glass Bottles),Lurisia,12,,,Glass,35.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,Chinotto,,,,
0,Lurisia - BOLLE - Sparkling Natural Spring Mineral Water - 750 ml (6 Glass Bottles),Lurisia,6,Spring Water,,Glass,17.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,None,,,,
0,Lurisia - BOLLE - Sparkling Natural Spring Mineral Water - 750 ml (6 Glass Bottles),Lurisia,6,Spring Water,,Glass,17.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,None,,,,
0,Lurisia - BOLLE - Sparkling Natural Spring Mineral Water - 550 ml (6 Glass Bottles),Lurisia,6,Spring Water,,Glass,14.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,None,,,,
0,Lurisia - BOLLE - Sparkling Natural Spring Mineral Water - 550 ml (6 Glass Bottles),Lurisia,6,Spring Water,,Glass,14.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,None,,,,
0,Lurisia - BOLLE - Sparkling Natural Spring Mineral Water - 330 ml (5 Glass Bottles),Lurisia,5,Spring Water,,Glass,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,None,,,,
0,Lurisia - BOLLE - Sparkling Natural Spring Mineral Water - 330 ml (5 Glass Bottles),Lurisia,5,Spring Water,,Glass,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,None,,,,
0,Lurisia - BOLLE - Sparkling Natural Spring Mineral Water - 330 ml (10 Glass Bottles),Lurisia,10,Spring Water,,Glass,18.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,None,,,,
0,Lurisia - BOLLE - Sparkling Natural Spring Mineral Water - 330 ml (10 Glass Bottles),Lurisia,10,Spring Water,,Glass,18.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,None,,,,
0,Lurisia - Aranciata - 275 ml (12 Glass Bottles),Lurisia,12,,,Glass,35.53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9.3,"Aranciata, Orange",,,,
0,Lurisia - Aranciata - 275 ml (12 Glass Bottles),Lurisia,12,,,Glass,35.53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9.3,"Aranciata, Orange",,,,
0,Llanllyr Source - Still Water - 750 ml (6 Glass Bottles),LLANLLYR,6,"Spring Water, Well Water",,Glass,32.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,25.3,None,,,,
0,Llanllyr Source - Still Water - 750 ml (6 Glass Bottles),LLANLLYR,6,"Spring Water, Well Water",,Glass,32.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,25.3,None,,,,
0,Llanllyr Source - Still Water - 500 ml (12 Glass Bottles),LLANLLYR,12,"Spring Water, Well Water",,Glass,35.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9,None,,,,
0,Llanllyr Source - Still Water - 500 ml (12 Glass Bottles),LLANLLYR,12,"Spring Water, Well Water",,Glass,35.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9,None,,,,
0,Llanllyr Source - Sparkling Water - 750 ml (6 Glass Bottles),LLANLLYR,6,"Spring Water, Well Water",,Glass,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,25.3,None,,,,
0,Llanllyr Source - Sparkling Water - 750 ml (6 Glass Bottles),LLANLLYR,6,"Spring Water, Well Water",,Glass,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,25.3,None,,,,
0,Llanllyr Source - Sparkling Water - 500 ml (12 Glass Bottles),LLANLLYR,12,"Spring Water, Well Water",,Glass,35.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.9,None,,,,
0,Llanllyr Source - Sparkling Water - 500 ml (12 Glass Bottles),LLANLLYR,12,"Spring Water, Well Water",,Glass,35.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.9,None,,,,
0,Icelandic Glacial - Spring Water - 750 ml (6 Glass Bottles),Icelandic Glacial,6,Spring Water,,Glass,27.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3,None,,,,
0,Icelandic Glacial - Spring Water - 750 ml (6 Glass Bottles),Icelandic Glacial,6,Spring Water,,Glass,27.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3,None,,,,
0,Icelandic Glacial - Spring Water - 330 ml (12 Glass Bottles),Icelandic Glacial,12,Spring Water,,Glass,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.2,None,,,,
0,Icelandic Glacial - Spring Water - 330 ml (12 Glass Bottles),Icelandic Glacial,12,Spring Water,,Glass,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.2,None,,,,
0,Icelandic Glacial - Sparkling Water - 750 ml (6 Glass Bottles),Icelandic Glacial,6,Spring Water,,Glass,25.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25.3,None,,,,
0,Icelandic Glacial - Sparkling Water - 750 ml (6 Glass Bottles),Icelandic Glacial,6,Spring Water,,Glass,25.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25.3,None,,,,
0,Icelandic Glacial - Sparkling Water - 330 ml (12 Glass Bottles),Icelandic Glacial,12,Spring Water,,Glass,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.2,None,,,,
0,Icelandic Glacial - Sparkling Water - 330 ml (12 Glass Bottles),Icelandic Glacial,12,Spring Water,,Glass,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.2,None,,,,
0,Hildon - Gently Sparkling Mineral Water - 25.4oz (6 Glass Bottles),Hildon,6,Well Water,,Glass,23.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25.4,None,,,,
0,Hildon - Gently Sparkling Mineral Water - 25.4oz (6 Glass Bottles),Hildon,6,Well Water,,Glass,23.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25.4,None,,,,
0,Hildon - Gently Sparkling Mineral Water - 11 oz (12 Glass Bottles),Hildon,12,Well Water,,Glass,25.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.2,None,,,,
0,Hildon - Gently Sparkling Mineral Water - 11 oz (12 Glass Bottles),Hildon,12,Well Water,,Glass,25.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.2,None,,,,
0,Hildon - Delightfully Still Mineral Water - 25.4 oz (6 Glass Bottles),Hildon,6,Well Water,,Glass,23.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25.4,None,,,,
0,Hildon - Delightfully Still Mineral Water - 25.4 oz (6 Glass Bottles),Hildon,6,Well Water,,Glass,23.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25.4,None,,,,
0,Hildon - Delightfully Still Mineral Water - 11 oz (12 Glass Bottles),Hildon,12,Well Water,,Glass,25.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.2,None,,,,
0,Hildon - Delightfully Still Mineral Water - 11 oz (12 Glass Bottles),Hildon,12,Well Water,,Glass,25.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.2,None,,,,
0,Fruit 2 O - Peach - 16 oz (12 Plastic Bottles),Fruit2o,12,,,Plastic,18.81,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,16.9,Peach,,,,
0,Fruit 2 O - Peach - 16 oz (12 Plastic Bottles),Fruit2o,12,,,Plastic,18.81,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,16.9,Peach,,,,
0,Schweppes - Sparkling Strawberry Mango - 12 oz (24 Cans),Schweppes,24,,,Can,19.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,12.0,"Mango, Strawberry",,,1.0,
0,Schweppes - Sparkling Strawberry Mango - 12 oz (24 Cans),Schweppes,24,,,Can,19.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,12.0,"Mango, Strawberry",,,1.0,
0,Perrier - Sparkling Water - 25.3 oz (1 Glass Bottle),Perrier,1,,,Glass,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,25.0,None,,,,
0,Perrier - Sparkling Water - 25.3 oz (1 Glass Bottle),Perrier,1,,,Glass,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,25.0,None,,,,
0,Evamor - Natural Artesian Spring Water - 64 oz (8 Plastic Bottles),Evamor,8,Artesian Water,,Plastic,35.53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64.0,None,,,,
0,Evamor - Natural Artesian Spring Water - 64 oz (8 Plastic Bottles),Evamor,8,Artesian Water,,Plastic,35.53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64.0,None,,,,
0,Evian - Spring Water - 500 ml (12 Plastic Bottles),Evian,12,,,Plastic,18.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,16.9,None,,,,
0,Evian - Spring Water - 500 ml (12 Plastic Bottles),Evian,12,,,Plastic,18.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,16.9,None,,,,
0,Evian - Spring Water - 330 ml (12 Plastic Bottles),Evian,12,,,Plastic,17.71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,11.2,None,,,,
0,Evian - Spring Water - 330 ml (12 Plastic Bottles),Evian,12,,,Plastic,17.71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,11.2,None,,,,
